CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C67154	C51949	Lymphocytes	A measurement of the lymphocytes in a biological specimen.
C67154	C51951	Platelets	A measurement of the platelets (non-nucleated thrombocytes) in a biological specimen.
C67154	C60832	Oxygen Saturation	A measurement of the oxygen-hemoglobin saturation of a volume of blood.
C67154	C61019	Blood Urea Nitrogen	A measurement of the urea nitrogen in a blood specimen.
C67154	C62656	Prothrombin Time	A blood clotting measurement that evaluates the extrinsic pathway of coagulation.
C67154	C63321	Neutrophils	A measurement of the neutrophils in a biological specimen.
C67154	C64431	Albumin	A measurement of the albumin protein in a biological specimen.
C67154	C64432	Alkaline Phosphatase	A measurement of the alkaline phosphatase in a biological specimen.
C67154	C64433	Alanine Aminotransferase	A measurement of the alanine aminotransferase in a biological specimen.
C67154	C64434	Amylase	A measurement of the total enzyme amylase in a biological specimen.
C67154	C64467	Aspartate Aminotransferase	A measurement of the aspartate aminotransferase in a biological specimen.
C67154	C64469	Bacteria	A measurement of the bacteria in a biological specimen.
C67154	C64470	Basophils	A measurement of the basophils in a biological specimen.
C67154	C64471	Basophils/Leukocytes	A relative measurement (ratio or percentage) of the basophils to leukocytes in a biological specimen.
C67154	C64481	Direct Bilirubin	A measurement of the conjugated or water-soluble bilirubin in a biological specimen.
C67154	C64483	Indirect Bilirubin	A measurement of the unconjugated or non-water-soluble bilirubin in a biological specimen.
C67154	C64487	Blasts/Leukocytes	A relative measurement (ratio or percentage) of the blasts to leukocytes in a biological specimen.
C67154	C64488	Calcium	A measurement of the calcium in a biological specimen.
C67154	C64489	Creatine Kinase	A measurement of the total creatine kinase in a biological specimen.
C67154	C64490	Creatine Kinase BB	A measurement of the homozygous B-type creatine kinase in a biological specimen.
C67154	C64491	Creatine Kinase MB	A measurement of the heterozygous MB-type creatine kinase in a biological specimen.
C67154	C64494	Creatine Kinase MM	A measurement of the homozygous M-type creatine kinase in a biological specimen.
C67154	C64495	Chloride	A measurement of the chloride in a biological specimen.
C67154	C64545	Carbon Dioxide	A measurement of the carbon dioxide gas in a biological specimen.
C67154	C64546	Color	A measurement of the color of a biological specimen.
C67154	C64547	Creatinine	A measurement of the creatinine in a biological specimen.
C67154	C64548	C Reactive Protein	A measurement of the C reactive protein in a biological specimen.
C67154	C64549	Elliptocytes	A measurement of the elliptically shaped erythrocytes in a biological specimen.
C67154	C64550	Eosinophils	A measurement of the eosinophils in a biological specimen.
C67154	C64604	Eosinophils/Leukocytes	A relative measurement (ratio or percentage) of the eosinophils to leukocytes in a biological specimen.
C67154	C64605	Epithelial Cells	A measurement of the epithelial cells in a biological specimen.
C67154	C64606	Fibrinogen	A measurement of the fibrinogen in a biological specimen.
C67154	C64796	Hematocrit	The percentage of a whole blood specimen that is composed of red blood cells (erythrocytes).
C67154	C64797	Ery. Mean Corpuscular Hemoglobin	A quantitative measurement of the mean amount of hemoglobin per erythrocyte in a biological specimen.
C67154	C64798	Ery. Mean Corpuscular HGB Concentration	A quantitative measurement of the mean amount of hemoglobin per erythrocytes in a specified volume of a biological specimen.
C67154	C64799	Ery. Mean Corpuscular Volume	A quantitative measurement of the mean volume of erythrocytes in a biological specimen.
C67154	C64800	Erythrocytes Distribution Width	A value derived from mean corpuscular volume and the standard deviation of the red blood cell volume in a whole blood specimen.
C67154	C64801	Dacryocytes	A measurement of dacryocytes in a biological specimen.
C67154	C64802	Hypochromia	An observation which indicates that the hemoglobin concentration in a red blood cell specimen has fallen below a specified level.
C67154	C64803	Polychromasia	A measurement of the blue-staining characteristic of newly generated erythrocytes.
C67154	C64805	Prothrombin Intl. Normalized Ratio	A ratio that represents the prothrombin time for a plasma specimen, divided by the result for a control plasma specimen, further standardized for the International Sensitivity Index of the tissue factor (thromboplastin) used in the test.
C67154	C64809	Sodium	A measurement of the sodium in a biological specimen.
C67154	C64810	Nitrite	A measurement of the nitrite in a urine specimen.
C67154	C64812	Triglycerides	A measurement of the triglycerides in a biological specimen.
C67154	C64813	Thyrotropin	A measurement of the thyrotropin in a biological specimen.
C67154	C64814	Urate	A measurement of the urate in a biological specimen.
C67154	C64815	Urea	A measurement of the urea in a biological specimen.
C67154	C64816	Urobilinogen	A measurement of the urobilinogen in a biological specimen.
C67154	C64817	Vitamin B12	A measurement of the Vitamin B12 in a serum specimen.
C67154	C64818	Lymphocytes Atypical	A measurement of the atypical lymphocytes in a biological specimen.
C67154	C64819	Lymphocytes Atypical/Leukocytes	A relative measurement (ratio or percentage) of the atypical lymphocytes to leukocytes in a biological specimen.
C67154	C64820	Lymphocytes/Leukocytes	A relative measurement (ratio or percentage) of the lymphocytes to leukocytes in a biological specimen.
C67154	C64821	Macrocytes	A measurement of the macrocytes in a biological specimen.
C67154	C64822	Microcytes	A measurement of the microcytes in a biological specimen.
C67154	C64823	Monocytes	A measurement of the monocytes in a biological specimen.
C67154	C64824	Monocytes/Leukocytes	A relative measurement (ratio or percentage) of the monocytes to leukocytes in a biological specimen.
C67154	C64825	Myeloblasts/Leukocytes	A relative measurement (ratio or percentage) of the myeloblasts to leukocytes in a biological specimen.
C67154	C64826	Myelocytes/Leukocytes	A relative measurement (ratio or percentage) of the myelocytes to leukocytes in a biological specimen.
C67154	C64827	Neutrophils/Leukocytes	A relative measurement (ratio or percentage) of the neutrophils to leukocytes in a biological specimen.
C67154	C64828	Reticulocytes/Erythrocytes	A relative measurement (ratio or percentage) of reticulocytes to erythrocytes in a biological specimen.
C67154	C64829	Prolymphocytes/Leukocytes	A relative measurement (ratio or percentage) of prolymphocytes to leukocytes in a biological specimen.
C67154	C64830	Neutrophils Band Form	A measurement of the banded neutrophils in a biological specimen.
C67154	C64831	Neutrophils Band Form/Leukocytes	A relative measurement (ratio or percentage) of the banded neutrophils to leukocytes in a biological specimen.
C67154	C64832	Specific Gravity	A ratio of the density of a fluid to the density of water.
C67154	C64840	Magnesium	A measurement of the magnesium in a biological specimen.
C67154	C64847	Gamma Glutamyl Transferase	A measurement of the gamma glutamyl transferase in a biological specimen.
C67154	C64848	Hemoglobin	A measurement of the non-cellular hemoglobin in a biological specimen.
C67154	C64849	Hemoglobin A1C	A measurement of the glycosylated hemoglobin in a biological specimen.
C67154	C64850	Hepatitis B Virus Surface Antigen	A measurement of the surface antigen reaction of a biological specimen to the Hepatitis B virus.
C67154	C64851	Choriogonadotropin Beta	A measurement of the Choriogonadotropin Beta in a biological specimen.
C67154	C64853	Potassium	A measurement of the potassium in a biological specimen.
C67154	C64854	Ketones	A measurement of the ketones in a biological specimen.
C67154	C64855	Lactate Dehydrogenase	A measurement of the lactate dehydrogenase in a biological specimen.
C67154	C64856	Leukocyte Esterase	A measurement of the enzyme which indicates the presence of white blood cells in a biological specimen.
C67154	C64857	Phosphate	A measurement of the phosphate in a biological specimen.
C67154	C64858	Protein	A measurement of the total protein in a biological specimen.
C67154	C71251	Partial Pressure Oxygen	A measurement of the pressure of oxygen in a biological specimen.
C67154	C74604	Hairy Cells	A measurement of the hairy cells (b-cell lymphocytes with hairy projections from the cytoplasm) in a biological specimen.
C67154	C74605	Blasts	A measurement of the blast cells in a biological specimen.
C67154	C74610	Dohle Bodies	A measurement of the Dohle bodies (blue-gray, basophilic, leukocyte inclusions located in the peripheral cytoplasm of neutrophils) in a biological specimen.
C67154	C74611	Erythrocyte Sedimentation Rate	The distance (e.g. millimeters) that red blood cells settle in unclotted blood over a specified unit of time (e.g. one hour).
C67154	C74612	Hypersegmented Cells	A measurement of the hypersegmented (more than five lobes) neutrophils in a biological specimen.
C67154	C74613	Lymphoma Cells	A measurement of the malignant lymphocytes in a biological specimen.
C67154	C74614	May-Hegglin Anomaly	A measurement of the May-Hegglin anomaly in a blood sample. This anomaly is characterized by large, misshapen platelets and the presence of Dohle bodies in leukocytes.
C67154	C74615	Metamyelocytes	A measurement of the metamyelocytes (small, myelocytic neutrophils with an indented nucleus) in a biological specimen.
C67154	C74616	Pappenheimer Bodies	A measurement of the cells containing Pappenheimer Bodies (violet or blue staining ferritin granules usually found along the periphery of the red blood cells) in a biological specimen.
C67154	C74617	Pelger Huet Anomaly	A measurement of the Pelger Huet Anomaly (nuclei of neutrophils and eosinophils appear rod-like, spherical or dumbbell shaped) in a biological specimen.
C67154	C74618	Plasmacytoid Lymphocytes	A measurement of the plasmacytoid lymphocytes (lymphocytes with peripherally clumped chromatin and often deep blue cytoplasm, and that appear similar to plasma cells) in a biological specimen.
C67154	C74619	Precursor Plasma Cells	A measurement of the precursor (blast stage) plasma cells (antibody secreting cells derived from B cells via antigen stimulation) in a biological specimen.
C67154	C74620	Prolymphocytes	A measurement of the prolymphocytes in a biological specimen.
C67154	C74621	Promonocytes	A measurement of the promonocytes in a biological specimen.
C67154	C74622	Promyelocytes	A measurement of the promyelocytes (immature myelocytes) in a biological specimen.
C67154	C74624	Rouleaux Formation	A measurement of the number of stacking red blood cells within a biological specimen.
C67154	C74625	Sezary Cells	A measurement of the Sezary cells (atypical lymphocytes with cerebriform nuclei) in a biological specimen.
C67154	C74626	Sickle Cells	A measurement of the sickle cells (sickle shaped red blood cells) in a biological specimen.
C67154	C74627	Smudge Cells	A measurement of the smudge cells (the nuclear remnant of a ruptured white blood cell) in a biological specimen.
C67154	C74628	Vacuolated Neutrophils	A measurement of the neutrophils containing small vacuoles in a biological specimen.
C67154	C74629	Reactive Lymphocytes	A measurement of the reactive lymphocytes (lymphocytes which have become large due to an antigen reaction) in a biological specimen.
C67154	C74630	Leukemic Blasts	A measurement of the leukemic blasts (lymphoblasts that remain in an immature state even when outside the bone marrow) in a biological specimen.
C67154	C74631	Monoblasts	A measurement of the monoblast cells in a biological specimen.
C67154	C74632	Myeloblasts	A measurement of the myeloblast cells in a biological specimen.
C67154	C74633	Acanthocytes/Erythrocytes	A relative measurement (ratio or percentage) of acanthocytes to all erythrocytes in a biological specimen.
C67154	C74634	Bite Cells/Erythrocytes	A relative measurement (ratio or percentage) of bite cells (erythrocytes with the appearance of a bite having been removed, due to oxidative hemolysis) to all erythrocytes in a biological specimen.
C67154	C74640	Hairy Cells/Lymphocytes	A relative measurement (ratio or percentage) of the hairy cells (b-cell lymphocytes with hairy projections from the cytoplasm) to all lymphocytes in a biological specimen .
C67154	C74641	Leukemic Blasts/Lymphocytes	A relative measurement (ratio or percentage) of the leukemic blasts (immature lymphoblasts) to mature lymphocytes in a biological specimen.
C67154	C74643	Malignant Cells, NOS/Blood Cells	A relative measurement (ratio or percentage) of the malignant cells of all types to all blood cells in a biological specimen.
C67154	C74645	Metamyelocytes/Leukocytes	A relative measurement (ratio or percentage) of the metamyelocytes (small, myelocytic neutrophils with an indented nucleus) to all leukocytes in a biological specimen.
C67154	C74646	Monoblasts/Leukocytes	A relative measurement (ratio or percentage) of the monoblasts to leukocytes in a biological specimen.
C67154	C74647	Nucleated Erythrocytes/Erythrocytes	A relative measurement (ratio or percentage) of the nucleated erythrocytes (large, immature nucleated erythrocytes) to all erythrocytes in a biological specimen.
C67154	C74648	Plasmacytoid Lymphocytes/Lymphocytes	A relative measurement (ratio or percentage) of the plasmacytoid lymphocytes (lymphocytes with peripherally clumped chromatin and often deep blue cytoplasm, and that appear similar to plasma cells) to all lymphocytes in a biological specimen.
C67154	C74649	Poikilocytes/Erythrocytes	A relative measurement (ratio or percentage) of the poikilocytes, or irregularly shaped erythrocytes, to all erythrocytes in a biological specimen.
C67154	C74650	Precursor Plasma Cells/Lymphocytes	A relative measurement (ratio or percentage) of the precursor (blast stage) plasma cells (antibody secreting cells derived from B cells via antigen stimulation) to all lymphocytes in a biological specimen.
C67154	C74651	Prolymphocytes/Lymphocytes	A relative measurement (ratio or percentage) of the prolymphocytes to all lymphocytes in a biological specimen.
C67154	C74652	Promonocytes/Leukocytes	A relative measurement (ratio or percentage) of the promonocytes to all leukocytes in a biological specimen.
C67154	C74653	Promyelocytes/Leukocytes	A relative measurement (ratio or percentage) of the promyelocytes (immature myelocytes) to all leukocytes in a biological specimen.
C67154	C74654	Reactive Lymphocytes/Lymphocytes	A relative measurement (ratio or percentage) of the reactive lymphocytes (lymphocytes which have become large due to an antigen reaction) to all lymphocytes in a biological specimen.
C67154	C74655	Sezary Cells/Lymphocytes	A relative measurement (ratio or percentage of the Sezary cells (atypical lymphocytes with cerebriform nuclei) to all lymphocytes in a biological specimen.
C67154	C74656	Sickle Cells/Erythrocytes	A relative measurement (ratio or percentage) of the sickle cells (sickle shaped red blood cells) to all erythrocytes in a biological specimen.
C67154	C74657	Auer Rods	A measurement of the Auer rods (elongated needle structures that are found in the cytoplasm of leukemic blasts and are formed by clumps of azurophilic granular material) in a biological specimen.
C67154	C74658	Helmet Cells	A measurement of the Helmet cells (specialized Keratocytes with two projections on either end that are tapered and hornlike) in a biological specimen.
C67154	C74659	Large Unstained Cells	A measurement of the large, peroxidase-negative cells which cannot be further characterized (i.e. as large lymphocytes, virocytes, or stem cells) present in a biological specimen.
C67154	C74660	Malignant Cells, NOS	A measurement of the malignant cells of all types in a biological specimen.
C67154	C74661	Mature Plasma Cells	A measurement of the mature plasma cells (plasmacytes) in a biological specimen.
C67154	C74662	Myelocytes	A measurement of the myelocytes in a biological specimen.
C67154	C74663	Spermatozoa	A measurement of the spermatozoa cells present in a biological specimen.
C67154	C74664	Yeast Cells	A measurement of the yeast cells present in a biological specimen.
C67154	C74665	Amorphous Crystals	A measurement of the amorphous (Note: phosphate or urate, depending on pH) crystals present in a biological specimen.
C67154	C74666	Amorphous Sediment	A measurement of the amorphous sediment present in a biological specimen.
C67154	C74667	Bicarbonate	A measurement of the bicarbonate in a biological specimen.
C67154	C74668	Bilirubin Crystals	A measurement of the bilirubin crystals present in a biological specimen.
C67154	C74669	Calcium Carbonate Crystals	A measurement of the calcium carbonate crystals present in a biological specimen.
C67154	C74670	Calcium Oxalate Crystals	A measurement of the calcium oxalate crystals present in a biological specimen.
C67154	C74671	Calcium Phosphate Crystals	A measurement of the calcium phosphate crystals present in a biological specimen.
C67154	C74672	Cholesterol Crystals	A measurement of the cholesterol crystals present in a biological specimen.
C67154	C74673	Crystals	A statement that indicates crystals were looked for in a biological specimen.
C67154	C74674	Cystine Crystals	A measurement of the cystine crystals present in a biological specimen.
C67154	C74676	Vitamin B9	A measurement of the folic acid in a biological specimen.
C67154	C74677	Carnitine, Free	A measurement of the free carnitine in a biological specimen.
C67154	C74678	Fructosamine	A measurement of the fructosamine in a biological specimen.
C67154	C74679	Iron	A measurement of the iron in a biological specimen.
C67154	C74680	Leucine Crystals	A measurement of the leucine crystals present in a biological specimen.
C67154	C74681	Monosodium Urate Crystals	A measurement of the monosodium urate crystals present in a biological specimen.
C67154	C74682	Carnitine	A measurement of the total carnitine in a biological specimen.
C67154	C74683	Tyrosine Crystals	A measurement of the tyrosine crystals present in a biological specimen.
C67154	C74684	Uric Acid Crystals	A measurement of the uric acid crystals present in a biological specimen.
C67154	C74685	Anion Gap	A computed estimate of the unmeasured anions (those other than the chloride and bicarbonate anions) in a biological specimen.
C67154	C74686	Occult Blood	A measurement of the blood in body products such as a urine or stool sample, not detectable on gross examination.
C67154	C74687	Amphetamine	A measurement of any amphetamine class drug present in a biological specimen.
C67154	C74688	Barbiturates	A measurement of any barbiturate class drug present in a biological specimen.
C67154	C74689	Cannabinoids	A measurement of any cannabinoid class drug present in a biological specimen.
C67154	C74690	Cocaine	A measurement of the cocaine present in a biological specimen.
C67154	C74691	Antidepressants	A measurement of any antidepressant class drug present in a biological specimen.
C67154	C74692	Benzodiazepine	A measurement of any benzodiazepine class drug present in a biological specimen.
C67154	C74693	Ethanol	A measurement of the ethanol present in a biological specimen.
C67154	C74694	Phencyclidine	A measurement of the phencyclidine present in a biological specimen.
C67154	C74695	Phenothiazine	A measurement of the phenothiazine present in a biological specimen.
C67154	C74696	Pseudoephedrine	A measurement of the pseudoephedrine present in a biological specimen.
C67154	C74698	Round Epithelial Cells	A measurement of the round epithelial cells present in a biological specimen.
C67154	C74699	Acanthocytes	A measurement of the acanthocytes in a biological specimen.
C67154	C74700	Bite Cells	A measurement of the bite cells (erythrocytes with the appearance of a bite having been removed, due to oxidative hemolysis) in a biological specimen.
C67154	C74701	Burr Cells	A measurement of the Burr cells (erythrocytes characterized by the presence of small, blunt projections evenly distributed across the cell surface) in a biological specimen.
C67154	C74702	Cabot Rings	A measurement of the Cabot rings (red-purple staining, threadlike, ring or figure 8 shaped filaments in an erythrocyte) in a biological specimen.
C67154	C74703	Crenated Cells	A measurement of the Burr cells (erythrocytes characterized by the presence of multiple small, sharp projections evenly distributed across the cell surface) in a biological specimen.
C67154	C74704	Howell-Jolly Bodies	A measurement of the Howell-Jolly bodies (spherical, blue-black condensed DNA inclusions within the body of a red blood cell that appear under Wright-stain) in a biological specimen.
C67154	C74705	Nucleated Erythrocytes	A measurement of the nucleated erythrocytes (large, immature nucleated erythrocytes) in a biological specimen.
C67154	C74706	Schistocytes	A measurement of the schistocytes (fragmented red blood cells) in a biological specimen.
C67154	C74707	Spherocytes	A measurement of the spherocytes (small, sphere-shaped red blood cells) in a biological specimen.
C67154	C74708	Stomatocytes	A measurement of the stomatocytes (red blood cells with an oval or rectangular area of central pallor, producing the appearance of a cell mouth) in a biological specimen.
C67154	C74709	Heinz Bodies	A measurement of the Heinz bodies (small round inclusions within the body of a red blood cell) in a biological specimen.
C67154	C74711	Hepatitis B Virus Surface Antibody	A measurement of the surface antibody reaction of a biological specimen to the Hepatitis B virus.
C67154	C74713	HIV-1 Antibody	A measurement of the antibody reaction of a biological specimen to the HIV-1 virus.
C67154	C74714	HIV-1/2 Antibody	A measurement of the antibody reaction of a biological specimen to either the HIV-1 or HIV-2 virus.
C67154	C74715	HIV-2 Antibody	A measurement of the antibody reaction of a biological specimen to the HIV-2 virus.
C67154	C74716	Rapid Plasma Reagin	A measurement of the antibodies produced by cellular damage caused by Treponema pallidum (syphilis) in a biological specimen.
C67154	C74717	Rheumatoid Factor	A measurement of the rheumatoid factor antibody in a biological specimen.
C67154	C74718	Total Iron Binding Capacity	A measurement of the amount of iron needed to fully saturate the transferrin in a biological specimen.
C67154	C74719	Unsaturated Iron Binding Capacity	A measurement of the binding capacity of unsaturated iron in a biological specimen.
C67154	C74720	Volume	A measurement of the volume of a biological specimen.
C67154	C74721	Mucous Threads	A measurement of the mucous threads present in a biological specimen.
C67154	C74723	Turbidity	A measurement of the opacity of a biological specimen.
C67154	C74728	Giant Platelets	A measurement of the giant (larger than 7um in diameter) platelets in a biological specimen.
C67154	C74729	Large Platelets	A measurement of the large (between 4 um and 7um in diameter) platelets in a biological specimen.
C67154	C74730	Mean Platelet Volume	A measurement of the average size of the platelets present in a blood sample.
C67154	C74731	Aldolase	A measurement of the aldolase enzyme in a biological specimen.
C67154	C74732	Alpha Fetoprotein	A measurement of the alpha fetoprotein in a biological specimen.
C67154	C74733	Apolipoprotein A1	A measurement of the apolipoprotein A1 in the high density lipoproteins of a biological specimen.
C67154	C74734	Apolipoprotein B	A measurement of the total apolipoprotein B in a biological specimen.
C67154	C74735	Brain Natriuretic Peptide	A measurement of the brain (B-type) natriuretic peptide in a biological specimen.
C67154	C74736	C-peptide	A measurement of the C (connecting) peptide of insulin in a biological specimen.
C67154	C74737	Ferritin	A measurement of the ferritin in a biological specimen.
C67154	C74738	Globulin	A measurement of the globulin protein in a biological specimen.
C67154	C74739	Glutamate	A measurement of the glutamate in a biological specimen.
C67154	C74740	Haptoglobin	A measurement of the haptoglobin protein in a biological specimen.
C67154	C74741	Homocysteine	A measurement of the homocysteine amino acid in a biological specimen.
C67154	C74743	N-telopeptide	A measurement of the N-telopeptide in a biological specimen.
C67154	C74744	Osteocalcin	A measurement of the osteocalcin in a biological specimen.
C67154	C74745	Sex Hormone Binding Globulin	A measurement of the sex hormone binding (globulin) protein in a biological specimen.
C67154	C74746	Thyroxine Binding Globulin	A measurement of the thyroxine binding globulin protein in a biological specimen.
C67154	C74747	Triiodothyronine	A measurement of the total (free and bound) triiodothyronine in a biological specimen.
C67154	C74748	Triiodothyronine Uptake	A measurement of the binding of triiodothyonine to thyroxine binding globulin protein in a biological specimen.
C67154	C74749	Troponin I	A measurement of the actin binding troponin in a biological specimen.
C67154	C74750	Troponin T	A measurement of the tropomyosin binding troponin in a biological specimen.
C67154	C74751	Tumor Necrosis Factor	A measurement of the total tumor necrosis factor (cachexin) cytokine in a biological specimen.
C67154	C74753	BUN/Creatinine	A relative measurement (ratio or percentage) (ratio) of the blood urea nitrogen (BUN) to the creatinine in a biological specimen.
C67154	C74754	Hippuric Acid Crystals	A measurement of the hippuric acid crystals present in a biological specimen.
C67154	C74755	Sulfa Crystals	A measurement of the sulfa crystals present in a biological specimen.
C67154	C74756	Triple Phosphate Crystals	A measurement of the triple phosphate crystals present in a biological specimen.
C67154	C74757	Unclassified Crystals	A measurement of the unclassifiable crystals present in a biological specimen.
C67154	C74759	Ammonium Oxalate Crystals	A measurement of the ammonium oxalate crystals present in a urine specimen.
C67154	C74761	Albumin/Creatinine	A relative measurement (ratio or percentage) of the albumin to the creatinine in a biological specimen.
C67154	C74762	Bacterial Casts	A measurement of the bacterial casts present in a biological specimen.
C67154	C74763	Casts	A statement that indicates casts were looked for in a biological specimen.
C67154	C74764	Cellular Casts	A measurement of the cellular (white blood cell, red blood cell, epithelial and bacterial) casts present in a biological specimen.
C67154	C74765	Granular Coarse Casts	A measurement of the coarse granular casts present in a biological specimen.
C67154	C74766	Fatty Casts	A measurement of the fatty casts present in a biological specimen.
C67154	C74768	Granular Casts	A measurement of the granular (coarse and fine) casts present in a biological specimen.
C67154	C74769	Granular Fine Casts	A measurement of the fine granular casts present in a biological specimen.
C67154	C74770	Hyaline Casts	A measurement of the hyaline casts present in a biological specimen.
C67154	C74771	Mixed Casts	A measurement of the mixed (the cast contains a mixture of cell types) casts present in a biological specimen.
C67154	C74772	RBC Casts	A measurement of the red blood cell casts present in a biological specimen.
C67154	C74773	Squamous Epithelial Cells	A measurement of the squamous epithelial cells present in a biological specimen.
C67154	C74774	Squamous Transitional Epithelial Cells	A measurement of the squamous transitional epithelial cells present in a biological specimen.
C67154	C74775	Tubular Epithelial Cells	A measurement of the tubular epithelial cells present in a biological specimen.
C67154	C74776	Unclassified Casts	A measurement of the unclassifiable casts present in a biological specimen.
C67154	C74777	Waxy Casts	A measurement of the waxy casts present in a biological specimen.
C67154	C74778	WBC Casts	A measurement of the white blood cell casts present in a biological specimen.
C67154	C74779	Epithelial Casts	A measurement of the epithelial cell casts present in a biological specimen.
C67154	C74780	Adrenocorticotropic Hormone	A measurement of the adrenocorticotropic hormone in a biological specimen.
C67154	C74781	Cortisol	A measurement of the cortisol in a biological specimen.
C67154	C74782	Estradiol	A measurement of the estradiol in a biological specimen.
C67154	C74783	Follicle Stimulating Hormone	A measurement of the follicle stimulating hormone (FSH) in a biological specimen.
C67154	C74784	Parathyroid Hormone, Fragmented	A measurement of the fragmented parathyroid hormone in a biological specimen.
C67154	C74785	Testosterone, Free	A measurement of the free testosterone in a biological specimen.
C67154	C74786	Thyroxine, Free	A measurement of the free thyroxine in a biological specimen.
C67154	C74787	Triiodothyronine, Free	A measurement of the free triiodothyronine in a biological specimen.
C67154	C74788	Insulin	A measurement of the insulin in a biological specimen.
C67154	C74789	Parathyroid Hormone, Intact	A measurement of the intact parathyroid hormone (consisting of amino acids 1-84 or 7-84) in a biological specimen.
C67154	C74790	Luteinizing Hormone	A measurement of the luteinizing hormone in a biological specimen.
C67154	C74791	Progesterone	A measurement of the progesterone hormone in a biological specimen.
C67154	C74793	Testosterone	A measurement of the total (free and bound) testosterone in a biological specimen.
C67154	C74794	Thyroxine	A measurement of the total (free and bound) thyroxine in a biological specimen.
C67154	C74796	Opiate	A measurement of any opiate class drug present in a biological specimen.
C67154	C74797	Anisocytes	A measurement of the variability in the size of the red blood cells in a whole blood specimen.
C67154	C74798	Macrophages	A measurement of the macrophages in a biological specimen.
C67154	C74799	Ammonia	A measurement of the ammonia in a biological specimen.
C67154	C74800	Bile Acid	A measurement of the total bile acids in a biological specimen.
C67154	C74801	Osmolality	A measurement of the osmoles of solute per unit of biological specimen.
C67154	C74802	Osmolarity	A measurement of the osmoles of solute per liter of solution.
C67154	C74805	Interleukin 1	A measurement of the interleukin 1 in a biological specimen.
C67154	C74806	Interleukin 10	A measurement of the interleukin 10 in a biological specimen.
C67154	C74807	Interleukin 11	A measurement of the interleukin 11 in a biological specimen.
C67154	C74808	Interleukin 12	A measurement of the interleukin 12 in a biological specimen.
C67154	C74809	Interleukin 13	A measurement of the interleukin 13 in a biological specimen.
C67154	C74810	Interleukin 14	A measurement of the interleukin 14 in a biological specimen.
C67154	C74811	Interleukin 15	A measurement of the interleukin 15 in a biological specimen.
C67154	C74812	Interleukin 16	A measurement of the interleukin 16 in a biological specimen.
C67154	C74813	Interleukin 17	A measurement of the interleukin 17 in a biological specimen.
C67154	C74814	Interleukin 18	A measurement of the interleukin 18 in a biological specimen.
C67154	C74815	Interleukin 19	A measurement of the interleukin 19 in a biological specimen.
C67154	C74816	Interleukin 2	A measurement of the interleukin 2 in a biological specimen.
C67154	C74817	Interleukin 20	A measurement of the interleukin 20 in a biological specimen.
C67154	C74818	Interleukin 21	A measurement of the interleukin 21 in a biological specimen.
C67154	C74819	Interleukin 22	A measurement of the interleukin 22 in a biological specimen.
C67154	C74820	Interleukin 23	A measurement of the interleukin 23 in a biological specimen.
C67154	C74821	Interleukin 24	A measurement of the interleukin 24 in a biological specimen.
C67154	C74822	Interleukin 25	A measurement of the interleukin 25 in a biological specimen.
C67154	C74823	Interleukin 26	A measurement of the interleukin 26 in a biological specimen.
C67154	C74824	Interleukin 27	A measurement of the interleukin 27 in a biological specimen.
C67154	C74825	Interleukin 28	A measurement of the interleukin 28 in a biological specimen.
C67154	C74826	Interleukin 29	A measurement of the interleukin 29 in a biological specimen.
C67154	C74827	Interleukin 3	A measurement of the interleukin 3 in a biological specimen.
C67154	C74828	Interleukin 30	A measurement of the interleukin 30 in a biological specimen.
C67154	C74829	Interleukin 31	A measurement of the interleukin 31 in a biological specimen.
C67154	C74830	Interleukin 32	A measurement of the interleukin 32 in a biological specimen.
C67154	C74831	Interleukin 33	A measurement of the interleukin 33 in a biological specimen.
C67154	C74832	Interleukin 4	A measurement of the interleukin 4 in a biological specimen.
C67154	C74833	Interleukin 5	A measurement of the interleukin 5 in a biological specimen.
C67154	C74834	Interleukin 6	A measurement of the interleukin 6 in a biological specimen.
C67154	C74835	Interleukin 7	A measurement of the interleukin 7 in a biological specimen.
C67154	C74836	Interleukin 8	A measurement of the interleukin 8 in a biological specimen.
C67154	C74837	Interleukin 9	A measurement of the interleukin 9 in a biological specimen.
C67154	C74838	Acetylcholine	A measurement of the acetylcholine hormone in a biological specimen.
C67154	C74839	Adiponectin	A measurement of the adiponectin hormone in a biological specimen.
C67154	C74841	Aldosterone	A measurement of the aldosterone hormone in a biological specimen.
C67154	C74842	Androstenediol	A measurement of the androstenediol metabolite in a biological specimen.
C67154	C74843	Androstenedione	A measurement of the androstenedione hormone in a biological specimen.
C67154	C74844	Angiotensin I	A measurement of the angiotensin I hormone in a biological specimen.
C67154	C74845	Angiotensin II	A measurement of the angiotensin II hormone in a biological specimen.
C67154	C74846	Angiotensinogen	A measurement of the angiotensinogen hormone in a biological specimen.
C67154	C74847	Antidiuretic Hormone	A measurement of the antidiuretic hormone in a biological specimen.
C67154	C74848	Calcitonin	A measurement of the calcitonin hormone in a biological specimen.
C67154	C74849	Calcitriol	A measurement of the calcitriol hormone in a biological specimen.
C67154	C74850	Cholecystokinin	A measurement of the cholecystokinin hormone in a biological specimen.
C67154	C74851	Corticotropin Releasing Hormone	A measurement of the corticotropin releasing hormone in a biological specimen.
